"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:22:17.5244231 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\CoreMessaging.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5244837 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\CoreMessaging.dll","SUCCESS","CreationTime: 11/9/2022 7:16:24 AM, LastAccessTime: 2/24/2023 10:22:17 AM, LastWriteTime: 11/9/2022 7:16:24 AM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.5245082 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\CoreMessaging.dll","SUCCESS",""
"10:22:17.5246212 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\WinTypes.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5246999 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\WinTypes.dll","SUCCESS","CreationTime: 12/13/2022 8:50:41 PM, LastAccessTime: 2/24/2023 10:22:09 AM, LastWriteTime: 12/13/2022 8:50:41 PM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.5247281 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\WinTypes.dll","SUCCESS",""
"10:22:17.5248013 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\ntmarta.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5249160 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\ntmarta.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.5249977 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\ntmarta.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.5252361 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\ntmarta.dll","SUCCESS","Image Base: 0x7ff8483f0000, Image Size: 0x33000"
"10:22:17.5252434 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\WinTypes.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5253674 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\WinTypes.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.5253809 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\WinTypes.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5254135 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\WinTypes.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.5254297 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\ntmarta.dll","SUCCESS",""
"10:22:17.5254637 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\WinTypes.dll","SUCCESS","CreationTime: 12/13/2022 8:50:41 PM, LastAccessTime: 2/24/2023 10:22:09 AM, LastWriteTime: 12/13/2022 8:50:41 PM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.5255089 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\WinTypes.dll","SUCCESS",""
"10:22:17.5255860 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\WinTypes.dll","SUCCESS","Image Base: 0x7ff844d40000, Image Size: 0x154000"
"10:22:17.5257600 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\WinTypes.dll","SUCCESS",""
"10:22:17.5260475 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\WinTypes.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5261363 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\WinTypes.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.5261749 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\WinTypes.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.5263127 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\WinTypes.dll","SUCCESS","Image Base: 0x1d93afb0000, Image Size: 0x154000"
"10:22:17.5263915 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\WinTypes.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5263999 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\WinTypes.dll","SUCCESS",""
"10:22:17.5264642 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\WinTypes.dll","SUCCESS","CreationTime: 12/13/2022 8:50:41 PM, LastAccessTime: 2/24/2023 10:22:17 AM, LastWriteTime: 12/13/2022 8:50:41 PM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.5264884 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\WinTypes.dll","SUCCESS",""
"10:22:17.5274378 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"10:22:17.5278512 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.5279400 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY"
"10:22:17.5279769 AM","sample_create_window.exe","8296","QueryStandardInformationFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","AllocationSize: 3,375,104, EndOfFile: 3,371,404, NumberOfLinks: 2, DeletePending: False, Directory: False"
"10:22:17.5280478 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.5281435 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\Globalization\Sorting\SortDefault.nls","SUCCESS",""
"10:22:17.5282816 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","REPARSE","Desired Access: Read"
"10:22:17.5283223 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids","SUCCESS","Desired Access: Read"
"10:22:17.5283865 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.5284182 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\Compatibility\AppCompatClassName","NAME NOT FOUND","Desired Access: Read"
"10:22:17.5288883 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.5289275 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\CTF\","SUCCESS","Desired Access: Read"
"10:22:17.5289691 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\CTF\EnableAnchorContext","NAME NOT FOUND","Length: 16"
"10:22:17.5290071 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\CTF","SUCCESS",""
"10:22:17.5527117 AM","sample_create_window.exe","8296","ReadFile","C:\Windows\System32\msctf.dll","SUCCESS","Offset: 976,384, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"10:22:17.5529987 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.5530474 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"10:22:17.5530959 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows\IsVailContainer","NAME NOT FOUND","Length: 16"
"10:22:17.5531419 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"10:22:17.5531787 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.5532178 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Input","SUCCESS","Desired Access: Read"
"10:22:17.5532663 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\ResyncResetTime","NAME NOT FOUND","Length: 16"
"10:22:17.5533023 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Input\MaxResyncAttempts","NAME NOT FOUND","Length: 16"
"10:22:17.5533600 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Input","SUCCESS",""
"10:22:17.5557839 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\SystemResources\user32.dll.mun","NAME NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"10:22:47.5056310 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 34324"
"10:22:47.5061033 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 4780"
"10:23:12.1262337 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 36528"
"10:23:12.1267833 AM","sample_create_window.exe","8296","CreateFile","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:23:12.1268360 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS","CreationTime: 2/23/2023 5:25:39 PM, LastAccessTime: 2/24/2023 10:23:10 AM, LastWriteTime: 2/24/2023 9:07:41 AM, ChangeTime: 2/24/2023 9:07:41 AM, FileAttributes: ANCI"
"10:23:12.1268496 AM","sample_create_window.exe","8296","CloseFile","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS",""
"10:23:12.1270278 AM","sample_create_window.exe","8296","CreateFile","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:23:12.1270992 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:23:12.1271437 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS","SyncType: SyncTypeOther"
"10:23:12.1272653 AM","sample_create_window.exe","8296","Load Image","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS","Image Base: 0x7ffff1a80000, Image Size: 0x39000"
"10:23:12.1274437 AM","sample_create_window.exe","8296","CloseFile","C:\Users\me\source\hello_runner\target\debug\deps\hello.dll","SUCCESS",""
"10:23:12.1276956 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:23:12.1277415 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Rpc\SecurityService","SUCCESS","Desired Access: Read"
"10:23:12.1277937 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Rpc\SecurityService\DefaultAuthLevel","NAME NOT FOUND","Length: 16"
"10:23:12.1278197 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Rpc\SecurityService","SUCCESS",""
"10:23:12.1303423 AM","sample_create_window.exe","8296","Thread Exit","","SUCCESS","Thread ID: 36528, User Time: 0.0000000, Kernel Time: 0.0000000"
"10:23:17.3846233 AM","sample_create_window.exe","8296","Thread Exit","","SUCCESS","Thread ID: 34760, User Time: 0.0000000, Kernel Time: 0.0000000"
"10:23:17.3846252 AM","sample_create_window.exe","8296","Thread Exit","","SUCCESS","Thread ID: 3324, User Time: 0.0000000, Kernel Time: 0.0000000"
"10:23:17.3849062 AM","sample_create_window.exe","8296","Thread Exit","","SUCCESS","Thread ID: 36712, User Time: 0.0000000, Kernel Time: 0.0000000"
"10:23:59.0368394 AM","sample_create_window.exe","8296","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"10:23:59.0368643 AM","sample_create_window.exe","8296","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:23:59.0368827 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Microsoft\CTF\DirectSwitchHotkeys","SUCCESS","Desired Access: Read"
"10:23:59.0369049 AM","sample_create_window.exe","8296","RegCloseKey","HKCU","SUCCESS",""
"10:23:59.0369241 AM","sample_create_window.exe","8296","RegEnumKey","HKCU\SOFTWARE\Microsoft\CTF\DirectSwitchHotkeys","NO MORE ENTRIES","Index: 0, Length: 288"
"10:23:59.0369414 AM","sample_create_window.exe","8296","RegCloseKey","HKCU\SOFTWARE\Microsoft\CTF\DirectSwitchHotkeys","SUCCESS",""
