"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"10:22:17.3521096 AM","sample_create_window.exe","8296","Process Start","","SUCCESS","Parent PID: 30324, Command line: ""C:\Users\me\source\hello_runner\target\debug\sample_create_window.exe"", Current directory: C:\Users\me\source\hello_runner\create_window\, Environment: ;	=C:=C:\Users\me\source\hello_runner\create_window;	=ExitCode=00000000;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\me\AppData\Roaming;	CARBON_MEM_DISABLE=1;	CARGO=\\?\C:\Users\me\.rustup\toolchains\nightly-x86_64-pc-windows-msvc\bin\cargo.exe;	CARGO_HOME=C:\Users\me\.cargo;	CARGO_MANIFEST_DIR=C:\Users\me\source\hello_runner\create_window;	CARGO_PKG_AUTHORS=;	CARGO_PKG_DESCRIPTION=;	CARGO_PKG_HOMEPAGE=;	CARGO_PKG_LICENSE=;	CARGO_PKG_LICENSE_FILE=;	CARGO_PKG_NAME=sample_create_window;	CARGO_PKG_REPOSITORY=;	CARGO_PKG_RUST_VERSION=;	CARGO_PKG_VERSION=0.0.0;	CARGO_PKG_VERSION_MAJOR=0;	CARGO_PKG_VERSION_MINOR=0;	CARGO_PKG_VERSION_PATCH=0;	CARGO_PKG_VERSION_PRE=;	ChocolateyInstall=C:\ProgramData\chocolatey;	ChocolateyLastPathUpdate=Fri Mar 18 11:39:58 2022;	ChocolateyToolsLocation=C:\tools;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\LOCAL\crashpad_460_FKZYWJPGKSYKJRSV;	COLORTERM=truecolor;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=ENVY;	ComSpec=C:\WINDOWS\system32\cmd.exe;	DriverData=C:\Windows\System32\Drivers\DriverData;	GIT_ASKPASS=c:\Users\me\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\git\dist\askpass.sh;	GOPATH=C:\Users\me\go;	HOMEDRIVE=C:;	HOMEPATH=\Users\me;	IntelliJ IDEA Community Edition=C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2022.3.1\bin;;	LANG=en_US.UTF-8;	LD_LIBRARY_PATH=C:\Users\me\.rustup\toolchains\nightly-x86_64-pc-windows-msvc\lib;	LOCALAPPDATA=C:\Users\me\AppData\Local;	LOGONSERVER=\\ENVY;	NUMBER_OF_PROCESSORS=8;	OneDrive=D:\me\OneDrive;	OneDriveConsumer=D:\me\OneDrive;	OnlineServices=Online Services;	ORIGINAL_XDG_CURRENT_DESKTOP=undefined;	OS=Windows_NT;	Path=C:\Users\me\source\hello_runner\target\debug\deps;C:\Users\me\source\hello_runner\target\debug;C:\Users\me\.rustup\toolchains\nightly-x86_64-pc-windows-msvc\lib\rustlib\x86_64-pc-windows-msvc\lib;C:\Users\me\.rustup\toolchains\nightly-x86_64-pc-windows-msvc\bin;C:\Program Files\Lapce\;C:\Program Files (x86)\VMware\VMware Player\bin\;C:\Program Files\Eclipse Adoptium\jdk-17.0.5.8-hotspot\bin;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\ProgramData\chocolatey\bin;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\dotnet\;C:\Program Files\WireGuard\;C:\Program Files\Calibre2\;C:\Program Files\PuTTY\;C:\Program Files\RedHat\java-1.8.0-openjdk-1.8.0.352-2\bin;C:\Program Files\RedHat\java-1.8.0-openjdk-1.8.0.352-2\jre\bin;C:\Program Files (x86)\Microchip\MPLAB C32 Suite\bin;C:\Program Files\Go\bin;C:\Program Files (x86)\VDesk;C:\Program Files\Docker\Docker\resources\bin;C:\Program Files\Git\cmd;C:\Program Files\Git\mingw64\bin;C:\Program Files\Git\usr\bin;C:\Users\me\scoop\shims;C:\Users\me\.cargo\bin;C:\Users\me\AppData\Local\Microsoft\WindowsApps;C:\tools\cmder;C:\Users\me\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\me\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\Scripts;C:\Users\me\.pyenv\pyenv-win\bin;C:\Users\me\.pyenv\pyenv-win\shims;C:\Program Files (x86)\Microsoft Visual Studio 14.0\VC\bin;C:\Users\me\.dotnet\tools;C:\Users\me\AppData\Local\gitkraken\bin;C:\Users\me\AppData\Local\Programs\Espanso;C:\Program Files\JetBrains\IntelliJ IDEA Communi"
"10:22:17.3521220 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 27784"
"10:22:17.3544588 AM","sample_create_window.exe","8296","Load Image","C:\Users\me\source\hello_runner\target\debug\sample_create_window.exe","SUCCESS","Image Base: 0x7ff6ea7b0000, Image Size: 0x38000"
"10:22:17.3545494 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff84bbb0000, Image Size: 0x1f8000"
"10:22:17.3548070 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\Prefetch\SAMPLE_CREATE_WINDOW.EXE-DD81E9CA.pf","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3548828 AM","sample_create_window.exe","8296","QueryEAFile","C:\Windows\Prefetch\SAMPLE_CREATE_WINDOW.EXE-DD81E9CA.pf","SUCCESS",""
"10:22:17.3557101 AM","sample_create_window.exe","8296","QueryStandardInformationFile","C:\Windows\Prefetch\SAMPLE_CREATE_WINDOW.EXE-DD81E9CA.pf","SUCCESS","AllocationSize: 8,192, EndOfFile: 5,236, NumberOfLinks: 1, DeletePending: False, Directory: False"
"10:22:17.3557529 AM","sample_create_window.exe","8296","ReadFile","C:\Windows\Prefetch\SAMPLE_CREATE_WINDOW.EXE-DD81E9CA.pf","SUCCESS","Offset: 0, Length: 5,236, Priority: Normal"
"10:22:17.3559379 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\Prefetch\SAMPLE_CREATE_WINDOW.EXE-DD81E9CA.pf","SUCCESS",""
"10:22:17.3676290 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"10:22:17.3676606 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"10:22:17.3676832 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\RaiseExceptionOnPossibleDeadlock","NAME NOT FOUND","Length: 80"
"10:22:17.3677314 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"10:22:17.3677563 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\Segment Heap","REPARSE","Desired Access: Query Value"
"10:22:17.3677776 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Segment Heap","NAME NOT FOUND","Desired Access: Query Value"
"10:22:17.3678450 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3679122 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3679601 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"10:22:17.3679798 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"10:22:17.3685090 AM","sample_create_window.exe","8296","CreateFile","C:\Users\me\source\hello_runner\create_window","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3686910 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ff84b390000, Image Size: 0xbf000"
"10:22:17.3691717 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ff849630000, Image Size: 0x2d2000"
"10:22:17.3713696 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"10:22:17.3714024 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"10:22:17.3714342 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"10:22:17.3714504 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3714716 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"10:22:17.3714980 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"10:22:17.3715194 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"10:22:17.3715423 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"10:22:17.3715942 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"10:22:17.3716119 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"10:22:17.3716309 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"10:22:17.3716504 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"10:22:17.3718954 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff84a5f0000, Image Size: 0x1a1000"
"10:22:17.3721594 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff849b90000, Image Size: 0x22000"
"10:22:17.3725180 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff84a320000, Image Size: 0x2b000"
"10:22:17.3728010 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff8499c0000, Image Size: 0x10f000"
"10:22:17.3730815 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff849330000, Image Size: 0x9d000"
"10:22:17.3733460 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ff8493d0000, Image Size: 0x100000"
"10:22:17.3737329 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3737760 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3738130 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"10:22:17.3738435 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"10:22:17.3741286 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 34760"
"10:22:17.3743788 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ff84b460000, Image Size: 0xcd000"
"10:22:17.3748079 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\combase.dll","SUCCESS","Image Base: 0x7ff84b810000, Image Size: 0x355000"
"10:22:17.3751255 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ff849bf0000, Image Size: 0x125000"
"10:22:17.3763969 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 3324"
"10:22:17.3766035 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value"
"10:22:17.3766349 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value"
"10:22:17.3766624 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16"
"10:22:17.3772616 AM","sample_create_window.exe","8296","Thread Create","","SUCCESS","Thread ID: 36712"
"10:22:17.3772772 AM","sample_create_window.exe","8296","CreateFile","C:\Users\me\source\hello_runner\target\debug\VCRUNTIME140.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"10:22:17.3784939 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\vcruntime140.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3785539 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\vcruntime140.dll","SUCCESS","CreationTime: 12/13/2022 8:41:24 AM, LastAccessTime: 2/24/2023 10:22:17 AM, LastWriteTime: 12/13/2022 8:41:24 AM, ChangeTime: 2/15/2023 5:20:20 PM, FileAttributes: A"
"10:22:17.3785724 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\vcruntime140.dll","SUCCESS",""
"10:22:17.3790984 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\vcruntime140.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3791726 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\vcruntime140.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.3792470 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\vcruntime140.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.3793784 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\vcruntime140.dll","SUCCESS","Image Base: 0x7ff839fa0000, Image Size: 0x1b000"
"10:22:17.3794883 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\vcruntime140.dll","SUCCESS",""
"10:22:17.3799553 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"10:22:17.3799976 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"10:22:17.3800322 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"10:22:17.3800557 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"10:22:17.3820757 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3821531 AM","sample_create_window.exe","8296","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 11/9/2022 7:16:26 AM, LastAccessTime: 2/24/2023 10:22:16 AM, LastWriteTime: 11/9/2022 7:16:26 AM, ChangeTime: 2/15/2023 7:00:06 AM, FileAttributes: A"
"10:22:17.3821750 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"10:22:17.3824931 AM","sample_create_window.exe","8296","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"10:22:17.3825780 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE"
"10:22:17.3826009 AM","sample_create_window.exe","8296","QueryStandardInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","AllocationSize: 192,512, EndOfFile: 191,176, NumberOfLinks: 2, DeletePending: False, Directory: False"
"10:22:17.3826413 AM","sample_create_window.exe","8296","CreateFileMapping","C:\Windows\System32\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"10:22:17.3827292 AM","sample_create_window.exe","8296","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"10:22:17.3829301 AM","sample_create_window.exe","8296","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x7ff84a5b0000, Image Size: 0x32000"
"10:22:17.3832499 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"10:22:17.3832875 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3833617 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3833866 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sample_create_window.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3834147 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3834645 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3834852 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sample_create_window.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3835005 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3835143 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3835453 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"10:22:17.3835634 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"10:22:17.3835862 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"10:22:17.3835988 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"10:22:17.3836127 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableUmpdBufferSizeCheck","NAME NOT FOUND","Length: 20"
"10:22:17.3836256 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"10:22:17.3845434 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sample_create_window.exe","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3845908 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3846209 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3846489 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"10:22:17.3846747 AM","sample_create_window.exe","8296","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"10:22:17.3847018 AM","sample_create_window.exe","8296","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"10:22:17.3848212 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"10:22:17.3848517 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\sample_create_window","NAME NOT FOUND","Length: 172"
"10:22:17.3848765 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"10:22:17.3849070 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3853022 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sample_create_window.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"10:22:17.3854976 AM","sample_create_window.exe","8296","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"10:22:17.3855259 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3855454 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"10:22:17.3855698 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 20"
"10:22:17.3856064 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"10:22:17.3856234 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3856407 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"10:22:17.3856609 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 20"
"10:22:17.3856805 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"10:22:17.3856960 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3857132 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"10:22:17.3857320 AM","sample_create_window.exe","8296","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 16"
"10:22:17.3857497 AM","sample_create_window.exe","8296","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"10:22:17.3859344 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3859534 AM","sample_create_window.exe","8296","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"10:22:17.3859727 AM","sample_create_window.exe","8296","RegSetInfoKey","HKLM","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"10:22:17.3859967 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3860143 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3860462 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3860772 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3860934 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"10:22:17.3861146 AM","sample_create_window.exe","8296","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"10:22:17.3861317 AM","sample_create_window.exe","8296","RegOpenKey","HKLM\Software\Microsoft\Ole","SUCCESS","Desired Access: Read"
"10:22:17.3862388 AM","sample_create_window.exe","8296","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"10:22:17.3862639 AM","sample_create_window.exe","8296","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"10:22:17.3862843 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings","REPARSE","Desired Access: Read"
"10:22:17.3863050 AM","sample_create_window.exe","8296","RegOpenKey","HKCU\Software\Classes\Local Settings","SUCCESS","Desired Access: Read"
"10:22:17.3863308 AM","sample_create_window.exe","8296","RegSetInfoKey","HKCU\Software\Classes\Local Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
